responseid,site,condition,is_mindfulness,age,gender_label,country_live,country_birth,english_first_language,eng_level,meditation_naive,duration_in_seconds,progress,finished,stai_total,stai1,stai2,stai3,stai4,stai5,stai6,stai7,stai8,stai9,stai10,stai11,stai12,stai13,stai14,stai15,stai16,stai17,stai18,stai19,stai20,sam_valence,sam_arousal,sam_dominance,ipip1,ipip2,ipip3,ipip4,ipip5,ipip6,ipip7,ipip8,ipip9,ipip10,ipip11,ipip12,ipip13,ipip14,ipip15,ipip16,ipip17,ipip18,ipip19,ipip20,ipip_raw_mean
R_31uzQmWjq8iecPP,hous,mindful_walking,1,22.0,female,United States,United States,1,3.0,1,1075,100,1,52.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,1.0,2.0,3.0,5.0,6.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,4.0,4.0,3.7
R_1BVos0V3HXjL19v,hous,control_book,0,22.0,male,United States,United States,1,2.0,1,1150,100,1,36.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,2.0,5.0,5.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.75
R_2wpFY0GwDbSQuhy,hous,body_scan,1,20.0,female,United States,Vietnam,0,3.0,1,1980,100,1,54.0,2.0,2.0,3.0,3.0,2.0,1.0,4.0,2.0,1.0,3.0,2.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,2.0,2.0,5.0,9.0,4.0,4.0,4.0,2.0,5.0,2.0,4.0,2.0,5.0,5.0,5.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0,3.05
R_paUsBFrFcot1YpX,olaf,mindful_breathing,1,19.0,female,United States,United States,1,3.0,1,1328,100,1,30.0,4.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,4.0,3.0,6.0,3.0,5.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,5.0,5.0,5.0,2.0,3.0,3.0,3.0,2.0,2.0,5.0,4.0,4.0,5.0,3.4
R_2Vx94eTPABRqhD4,glen,loving_kindness,1,28.0,female,Australia,Canada,1,3.0,1,1684,100,1,28.0,4.0,2.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,3.0,7.0,3.0,8.0,2.0,4.0,4.0,4.0,3.0,4.0,1.0,4.0,5.0,5.0,4.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,4.0,2.0,3.15
R_1gzhzak0bN93HlM,olaf,mindful_walking,1,19.0,male,United States,United States,1,3.0,1,1181,100,1,39.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,6.0,3.0,5.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,5.0,3.1
R_3oXxU32ZgoinkNd,hous,control_book,0,20.0,male,United States,United States,1,3.0,1,1101,100,1,32.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,6.0,3.0,7.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.15
R_2VkVq42JZ0CF4OT,olaf,body_scan,1,21.0,female,United States,United States,1,3.0,1,1078,100,1,26.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,4.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,4.0,7.0,5.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,2.75
R_3q8ulxRUKNL5UB4,hous,loving_kindness,1,26.0,male,United States,United States,1,3.0,1,1121,100,1,20.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,8.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,5.0,5.0,4.0,5.0,5.0,1.0,1.0,5.0,5.0,2.7
R_20ZElSoX1qSkaeS,hous,body_scan,1,20.0,male,United States,Philippines,0,2.0,1,1300,100,1,40.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,6.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,3.3
R_2YRPbIzUGzyRLtj,hous,mindful_walking,1,21.0,male,United States,United States,1,3.0,1,1447,100,1,37.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,7.0,3.0,7.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.1
R_3j9GxzAAYXTFFJa,hous,loving_kindness,1,20.0,female,United States,United States,1,2.0,1,1070,100,1,20.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,7.0,5.0,8.0,4.0,1.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,1.0,3.0,3.0,2.0,5.0,3.0,4.0,1.0,4.0,2.0,3.05
R_3j9EGixrAvxZuaZ,hous,control_book,0,19.0,female,United States,Iran,0,2.0,1,1213,100,1,47.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,8.0,6.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.1
R_3PubaW0GZK4pw2L,hous,mindful_breathing,1,19.0,female,United States,United States,1,3.0,1,1145,100,1,46.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,5.0,1.0,7.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,5.0,3.0,3.95
R_2wvFXGHSfuE5TgD,hous,mindful_walking,1,19.0,female,United States,Iran,0,2.0,1,1207,100,1,46.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,7.0,6.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.95
R_3e35Cu0a9zOPFgd,aust,body_scan,1,18.0,female,Australia,Australia,1,3.0,1,1297,100,1,30.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,7.0,3.0,6.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,3.3
R_1FJRI43dIAXtQeL,hous,control_book,0,21.0,female,United States,India,1,2.0,1,1501,100,1,40.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,1.0,4.0,2.0,8.0,3.0,8.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.6
R_3L0cfmQD7PpY5Qw,jose,loving_kindness,1,19.0,male,United States,United States,1,3.0,1,1233,100,1,37.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,8.0,2.0,7.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,4.0,3.0,3.1
R_u2JK6JeDci5CjAt,hous,mindful_walking,1,19.0,female,United States,Iraq,0,2.0,1,6685,100,1,27.0,4.0,3.0,1.0,2.0,4.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,4.0,3.0,7.0,3.0,8.0,2.0,1.0,1.0,4.0,4.0,4.0,2.0,5.0,4.0,3.0,4.0,4.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.65
R_3dLJSrVdpRWmyKZ,suny,mindful_breathing,1,19.0,female,United States,United States,1,3.0,1,1552,100,1,36.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,6.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,3.05
R_9NB9X4lZj2GdBQt,hous,control_book,0,19.0,female,United States,United States,1,3.0,1,1203,100,1,37.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,6.0,3.0,5.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,2.0,4.0,4.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.9
R_1ddkLt4UXvngbKQ,hous,body_scan,1,21.0,female,United States,United States,1,3.0,1,1493,100,1,31.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,4.0,2.0,3.0,1.0,4.0,3.0,1.0,1.0,3.0,3.0,7.0,3.0,7.0,1.0,3.0,1.0,1.0,4.0,4.0,1.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,1.0,4.0,2.0,4.0,4.0,3.15
R_yqqJLM3EIUL2upr,hous,loving_kindness,1,21.0,female,United States,United States,1,3.0,1,1220,100,1,45.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,6.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,3.5
R_2ru34CmUcXDu1mT,jose,mindful_breathing,1,19.0,female,United States,Germany,1,2.0,1,1244,100,1,32.0,4.0,3.0,2.0,2.0,3.0,1.0,3.0,4.0,1.0,4.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,4.0,4.0,6.0,7.0,3.0,2.0,2.0,3.0,2.0,4.0,5.0,2.0,5.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,3.1
R_agd6nRMnpP7um9r,aust,body_scan,1,18.0,female,Australia,South Africa,0,3.0,1,1247,100,1,47.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,6.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,2.0,2.0,2.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,3.3
R_rooWsN3SopsNWDf,hous,control_book,0,20.0,female,United States,United States,1,3.0,1,1338,100,1,49.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,5.0,7.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0
R_2EGgUju8dPjaTZ3,hous,mindful_walking,1,21.0,non_binary,United States,Vietnam,0,3.0,1,2090,100,1,32.0,4.0,3.0,3.0,1.0,4.0,1.0,1.0,4.0,3.0,4.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,7.0,7.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,4.0,4.0,3.0,4.0,1.0,1.0,4.0,1.0,1.95
R_3Pq4MkvLewyn5hd,glen,mindful_breathing,1,22.0,female,United States,United States,1,3.0,1,1416,100,1,45.0,2.0,3.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,6.0,5.0,4.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,5.0,3.5
R_2CKf4Nuh8p7ZsPT,glen,mindful_walking,1,29.0,female,United States,United States,0,3.0,1,1392,100,1,39.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,4.0,4.0,5.0,2.0,5.0,4.0,5.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.9
R_UE0ay4PrGppKTf3,hous,body_scan,1,19.0,female,United States,Mexico,0,3.0,1,1955,100,1,41.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,1.0,5.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,3.05
R_1IfLlMgNUOMKyt7,hous,mindful_walking,1,20.0,female,United States,11/01/2001,1,2.0,1,126683,100,1,43.0,4.0,4.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,4.0,2.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,4.0,3.15
R_1Qgy1wCImDavJL7,hous,loving_kindness,1,23.0,female,United States,United States,1,3.0,1,1177,100,1,40.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,7.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,4.0,3.5
R_2ah2awiUXCfYiMP,hous,control_book,0,18.0,female,United States,Mexico,0,3.0,1,3869,100,1,35.0,4.0,3.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,4.0,7.0,3.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,4.0,3.0,1.0,3.0,4.0,4.0,5.0,3.85
R_Wvw4GpKDudtekqB,hous,mindful_breathing,1,20.0,female,United States,United States,1,2.0,1,1266,100,1,27.0,3.0,4.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,3.0,3.0,8.0,2.0,7.0,2.0,1.0,3.0,4.0,1.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,5.0,5.0,4.0,1.0,4.0,3.0
R_xA9fCNb2T9zY3XX,hous,body_scan,1,20.0,female,United States,United States,1,3.0,1,1711,100,1,28.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,3.0,7.0,3.0,7.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.05
R_2zMHxjp63eHgA4w,hous,control_book,0,20.0,female,United States,United States,1,2.0,1,1050,100,1,26.0,4.0,3.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,3.0,3.0,8.0,2.0,7.0,2.0,1.0,3.0,4.0,1.0,4.0,4.0,2.0,2.0,5.0,3.0,2.0,3.0,5.0,4.0,4.0,5.0,4.0,2.0,4.0,3.2
R_21tiy2OC5GiiLFi,hous,control_book,0,21.0,female,United States,United States,0,3.0,1,1558,100,1,22.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,3.0,4.0,9.0,4.0,5.0,1.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,5.0,2.0,3.0,3.0,3.0
R_yKZaolvjF6PZv7b,hous,mindful_walking,1,19.0,male,United States,United States,1,3.0,1,1530,100,1,28.0,4.0,2.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,3.0,3.0,5.0,3.0,6.0,1.0,2.0,2.0,3.0,1.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,4.0,4.0,5.0,2.0,2.0,4.0,2.85
R_Rt2qdGghxHfEhK9,hous,loving_kindness,1,20.0,female,United States,United States,1,3.0,1,1070,100,1,20.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,7.0,6.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.15
R_1IrV0ffqKWc99tM,hous,body_scan,1,20.0,female,United States,United States,1,3.0,1,1260,100,1,29.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,3.0,7.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.25
R_6PXIjU8FKRqERgd,wurz,mindful_breathing,1,20.0,female,Germany,Germany,0,2.0,1,1756,100,1,28.0,4.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,4.0,7.0,5.0,8.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,3.3
R_21hbPTZZH8ikuUg,aust,loving_kindness,1,18.0,male,Australia,Australia,1,3.0,1,1481,100,1,22.0,4.0,4.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,3.0,8.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,2.0,5.0,5.0,1.0,4.0,4.0,4.0,2.45
R_afOqqs7VA5phDgt,hous,mindful_breathing,1,22.0,male,United States,Vietnam,0,2.0,1,1591,100,1,48.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,7.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,2.9
R_0MSvGHHnYx1i9ep,hous,body_scan,1,28.0,male,United States,United States,1,2.0,1,1114,100,1,28.0,4.0,2.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,4.0,7.0,2.0,8.0,3.0,3.0,3.0,1.0,1.0,2.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,5.0,2.0,2.65
R_3nkmoc8j1IP7eYq,oreg,mindful_walking,1,22.0,female,United States,United States,1,3.0,1,1470,100,1,30.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,7.0,4.0,5.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,5.0,2.0,4.0,1.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,3.35
R_1GOYnwk6DN4Kmrz,olaf,control_book,0,18.0,female,United States,United States,1,3.0,1,1306,100,1,41.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,5.0,5.0,7.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,2.0,4.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.25
R_2E5jKkOLEJTdTnf,suny,mindful_walking,1,20.0,male,United States,United States,1,2.0,1,1290,100,1,32.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,7.0,3.0,7.0,3.0,2.0,3.0,4.0,3.0,3.0,1.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0,4.0,3.1
R_3mjK8pTlc3q7hsr,olaf,loving_kindness,1,19.0,male,United States,United States,1,3.0,1,1974,100,1,34.0,4.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,7.0,3.0,5.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,3.0,5.0,4.0,5.0,5.0,2.0,4.0,5.0,4.0,4.0,5.0,3.2
R_2DOcmdLEHsMNTgy,fras,body_scan,1,22.0,female,Canada,United States,1,3.0,1,1192,100,1,29.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,4.0,7.0,2.0,5.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,3.05
R_3KH9KoiQL3LfLwJ,hous,body_scan,1,26.0,female,United States,Uzbekistan,0,2.0,1,1566,100,1,22.0,4.0,4.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,4.0,4.0,8.0,3.0,8.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,5.0,2.0,3.0,5.0,5.0,2.0,4.0,4.0,2.0,2.5
R_2cq4taZoqxkHAqU,hous,loving_kindness,1,22.0,female,United States,United States,1,3.0,1,1662,100,1,34.0,4.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,3.0,3.0,7.0,3.0,6.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,5.0,2.0,2.0,5.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,3.35
R_2akmnSpYXee489J,hous,mindful_breathing,1,21.0,female,United States,United States,1,3.0,1,1257,100,1,20.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,9.0,2.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.8
R_BPLJ33unI8ZEsZX,hous,mindful_walking,1,22.0,female,United States,United States,0,2.0,1,1185,100,1,30.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,7.0,5.0,7.0,4.0,2.0,1.0,1.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,2.75
R_3DkEnjEhA604qNZ,hous,control_book,0,22.0,female,United States,United States,0,3.0,1,1178,100,1,43.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.2
R_231e6OLdIbJYRXu,hous,loving_kindness,1,23.0,female,United States,United States,1,3.0,1,1041,100,1,21.0,4.0,4.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,9.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R_2y2XJpNzYfxOx3M,witt,mindful_walking,1,22.0,male,United States,United States,1,3.0,1,1436,100,1,53.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,5.0,5.0,6.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.1
R_2R7JXpL4LfXuZ3D,hous,mindful_breathing,1,34.0,female,United States,Pakistan,0,2.0,1,1280,100,1,41.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,7.0,3.0,7.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,2.8
